Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit
5108,CA-2020-132213,4/25/2020,4/26/2020,First Class,PN-18775,Parhena Norris,Home Office,United States,Nashville,Tennessee,South,OFF-AR-10004078,Office Supplies,Art,Newell 312,42.048,9,5.256
5109,CA-2020-132213,4/25/2020,4/26/2020,First Class,PN-18775,Parhena Norris,Home Office,United States,Nashville,Tennessee,South,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,67.92,5,6.792
5114,CA-2019-147970,1/31/2019,2/2/2019,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Dallas,Texas,Central,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,15.552,3,5.4432
5115,CA-2019-150658,11/17/2019,11/22/2019,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Carlsbad,New Mexico,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,10.776,3,3.3675
5116,CA-2020-125640,7/25/2020,7/29/2020,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-LA-10004178,Office Supplies,Labels,Avery 491,3.304,1,1.0738
5117,CA-2020-154137,11/11/2020,11/17/2020,Standard Class,MT-17815,Meg Tillman,Consumer,United States,New York City,New York,East,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,35.48,1,0
5132,CA-2020-146626,12/29/2020,1/5/2019,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Anaheim,California,West,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,101.12,8,37.4144
5134,CA-2020-155607,11/26/2020,11/30/2020,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,58.73,7,14.6825
5135,CA-2020-155607,11/26/2020,11/30/2020,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,East,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,93.344,4,32.6704
5136,CA-2019-151323,10/23/2019,10/28/2019,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Seattle,Washington,West,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,17.05,5,8.184
5138,CA-2019-128972,11/13/2019,11/17/2019,Standard Class,TS-21430,Tom Stivers,Corporate,United States,Oklahoma City,Oklahoma,Central,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,4,13.0548
5139,CA-2020-128335,9/29/2020,10/5/2020,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Mount Vernon,New York,East,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,23.34,3,10.9698
5140,CA-2020-128335,9/29/2020,10/5/2020,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Mount Vernon,New York,East,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",51.55,5,24.2285
5142,CA-2019-111213,4/1/2019,4/5/2019,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.492,6,292.776
5143,CA-2019-111213,4/1/2019,4/5/2019,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,East,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,63.84,8,18.5136
5144,CA-2019-111213,4/1/2019,4/5/2019,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,East,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592,1,1.1225
5145,CA-2020-161333,2/2/2020,2/7/2020,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",86.26,2,29.3284
5146,CA-2020-161333,2/2/2020,2/7/2020,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",139.04,4,38.9312
5147,CA-2020-161333,2/2/2020,2/7/2020,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,46.8,4,16.38
5148,CA-2020-128734,12/24/2020,12/31/2020,Standard Class,JL-15175,James Lanier,Home Office,United States,Chandler,Arizona,West,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.544,4,1.9224
5149,CA-2020-128734,12/24/2020,12/31/2020,Standard Class,JL-15175,James Lanier,Home Office,United States,Chandler,Arizona,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,842.376,3,105.297
5151,CA-2020-125101,3/6/2020,3/10/2020,Second Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",67.78,2,16.945
5152,CA-2020-169929,9/25/2020,9/28/2020,First Class,LS-17200,Luke Schmidt,Corporate,United States,Helena,Montana,West,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,39.9,5,10.374
5157,CA-2020-163006,6/30/2020,7/4/2020,Second Class,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,Central,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1001.584,2,125.198
5158,CA-2020-163006,6/30/2020,7/4/2020,Second Class,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,Central,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,569.058,3,-178.8468
5159,CA-2020-163006,6/30/2020,7/4/2020,Second Class,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",14.224,2,-10.3124
5163,CA-2019-115378,11/18/2019,11/23/2019,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Taylor,Michigan,Central,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,33.2156
5171,CA-2019-122903,5/27/2019,5/29/2019,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504.9,5,700.98
5172,CA-2019-122903,5/27/2019,5/29/2019,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,Central,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,144.12,3,69.1776
5173,CA-2019-122903,5/27/2019,5/29/2019,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,314.55,3,150.984
5175,CA-2020-106432,10/19/2020,10/24/2020,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Waco,Texas,Central,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",2.072,2,-3.5224
5176,CA-2020-106432,10/19/2020,10/24/2020,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Waco,Texas,Central,FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,328.3992,3,-91.7586
5177,CA-2019-148908,11/5/2019,11/8/2019,First Class,JH-15985,Joseph Holt,Consumer,United States,San Francisco,California,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,53.248,2,19.968
5178,CA-2019-123015,12/26/2019,12/30/2019,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,New York City,New York,East,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,4.992,3,1.6848
5182,CA-2020-108749,9/12/2020,9/15/2020,First Class,DJ-13510,Don Jones,Corporate,United States,Woonsocket,Rhode Island,East,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,45.36,7,21.7728
5183,CA-2020-108749,9/12/2020,9/15/2020,First Class,DJ-13510,Don Jones,Corporate,United States,Woonsocket,Rhode Island,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,45.78,3,22.89
5184,CA-2020-163335,9/24/2020,9/27/2020,First Class,AG-10675,Anna Gayman,Consumer,United States,Columbus,Georgia,South,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,40.29,3,10.0725
5185,CA-2020-163335,9/24/2020,9/27/2020,First Class,AG-10675,Anna Gayman,Consumer,United States,Columbus,Georgia,South,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,38.71,7,17.8066
5190,US-2020-136679,11/14/2020,11/18/2020,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Pasadena,Texas,Central,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,167.952,6,-27.2922
5191,US-2020-136679,11/14/2020,11/18/2020,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Pasadena,Texas,Central,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",45.04,2,4.504
5192,US-2020-141943,5/5/2020,5/9/2020,Standard Class,DK-12985,Darren Koutras,Consumer,United States,San Francisco,California,West,OFF-EN-10003448,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",23.16,2,11.58
5199,CA-2019-103982,3/3/2019,3/8/2019,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,Central,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3930.072,3,-786.0144
5200,CA-2019-103982,3/3/2019,3/8/2019,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,Central,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.304,1,0.7776
5201,CA-2019-103982,3/3/2019,3/8/2019,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,431.976,3,32.3982
5202,CA-2019-103982,3/3/2019,3/8/2019,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,Central,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",41.72,7,5.7365
5213,CA-2019-145898,9/26/2019,9/26/2019,Same Day,CM-12445,Chuck Magee,Consumer,United States,Redlands,California,West,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,3,13.8915
5214,CA-2019-145898,9/26/2019,9/26/2019,Same Day,CM-12445,Chuck Magee,Consumer,United States,Redlands,California,West,OFF-LA-10000262,Office Supplies,Labels,Avery 494,7.83,3,3.6018
5215,CA-2019-145898,9/26/2019,9/26/2019,Same Day,CM-12445,Chuck Magee,Consumer,United States,Redlands,California,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,35.4,5,13.452
5216,CA-2019-145898,9/26/2019,9/26/2019,Same Day,CM-12445,Chuck Magee,Consumer,United States,Redlands,California,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),29.9,5,13.455
5217,US-2020-159562,9/9/2020,9/15/2020,Standard Class,JB-16000,Joy Bell-,Consumer,United States,Roseville,Michigan,Central,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,8.2156
5218,CA-2020-134635,4/15/2020,4/17/2020,Second Class,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,79.14,3,36.4044
5219,CA-2020-167080,6/10/2020,6/14/2020,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,New York City,New York,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,8.4,5,4.2
5220,CA-2020-145653,9/1/2020,9/1/2020,Same Day,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,Central,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,498.26,7,134.5302
5222,CA-2020-117401,5/18/2020,5/22/2020,Second Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Missouri,Central,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,7,197.9208
5223,CA-2020-117401,5/18/2020,5/22/2020,Second Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Missouri,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,5,2.299
5224,CA-2020-117401,5/18/2020,5/22/2020,Second Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Missouri,Central,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",43.19,7,20.7312
5225,US-2020-109582,9/12/2020,9/17/2020,Second Class,JM-15865,John Murray,Consumer,United States,Los Angeles,California,West,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",166.44,3,79.8912
5226,CA-2019-119865,6/21/2019,6/26/2019,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,New York City,New York,East,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,36.56,5,12.796
5227,CA-2019-119865,6/21/2019,6/26/2019,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,New York City,New York,East,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",186.144,6,60.4968
5228,CA-2019-119865,6/21/2019,6/26/2019,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,New York City,New York,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,353.568,2,-44.196
5230,CA-2020-124436,3/19/2020,3/22/2020,Second Class,SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,West,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.624,2,5.1184
5231,CA-2020-124436,3/19/2020,3/22/2020,Second Class,SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,697.16,5,8.7145
5232,CA-2020-124436,3/19/2020,3/22/2020,Second Class,SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,West,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",30.93,1,12.6813
5233,CA-2020-124436,3/19/2020,3/22/2020,Second Class,SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,West,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",27.496,7,9.2799
5235,CA-2020-131037,8/22/2020,8/23/2020,First Class,TM-21490,Tony Molinari,Consumer,United States,San Francisco,California,West,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,210.008,1,2.6251
5236,CA-2019-111143,11/19/2019,11/22/2019,First Class,TT-21265,Tim Taslimi,Corporate,United States,Indianapolis,Indiana,Central,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,54.96,3,15.9384
5240,CA-2019-116561,9/11/2019,9/17/2019,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,San Jose,California,West,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",332.94,3,6.6588
5241,CA-2019-116561,9/11/2019,9/17/2019,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,San Jose,California,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,39.872,2,12.9584
5242,CA-2019-110730,9/23/2019,9/26/2019,Second Class,CM-11815,Candace McMahon,Corporate,United States,Seattle,Washington,West,OFF-SU-10004737,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,13.68,2,3.6936
5243,CA-2020-146367,8/4/2020,8/8/2020,Standard Class,HM-14860,Harry Marie,Corporate,United States,Carrollton,Texas,Central,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,3.318,3,-5.6406
5244,CA-2019-149454,7/25/2019,7/26/2019,First Class,KM-16375,Katherine Murray,Home Office,United States,Arlington,Virginia,South,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",10.44,1,4.8024
5245,CA-2019-156265,8/2/2019,8/4/2019,Second Class,BF-11020,Barry Französisch,Corporate,United States,Los Angeles,California,West,FUR-TA-10001691,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",136.464,2,15.3522
5246,CA-2019-156265,8/2/2019,8/4/2019,Second Class,BF-11020,Barry Französisch,Corporate,United States,Los Angeles,California,West,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,333.576,3,33.3576
5247,CA-2019-156265,8/2/2019,8/4/2019,Second Class,BF-11020,Barry Französisch,Corporate,United States,Los Angeles,California,West,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,12.544,2,4.704
5249,US-2020-110989,11/3/2020,11/5/2020,Second Class,EJ-14155,Eva Jacobs,Consumer,United States,Seattle,Washington,West,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,43.5,3,10.875
5251,US-2019-169369,12/12/2019,12/18/2019,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,Georgia,South,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,249.95,5,19.996
5252,US-2019-169369,12/12/2019,12/18/2019,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,Georgia,South,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,49.12,4,23.0864
5257,CA-2019-130078,8/8/2019,8/14/2019,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Oklahoma City,Oklahoma,Central,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,10.56,2,4.752
5258,US-2020-114034,1/3/2020,1/8/2020,Standard Class,DL-13315,Delfina Latchford,Consumer,United States,Rancho Cucamonga,California,West,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,38.88,6,18.6624
5259,US-2020-115595,10/9/2020,10/11/2020,First Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,West,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",35.2,5,16.544
5260,CA-2020-158722,10/20/2020,10/26/2020,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,45.528,3,15.9348
5266,CA-2020-147452,9/30/2020,10/3/2020,First Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2,5.7624
5267,CA-2020-147452,9/30/2020,10/3/2020,First Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,West,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,167.94,3,82.2906
5268,CA-2020-147452,9/30/2020,10/3/2020,First Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,West,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",3.89,1,1.0114
5269,US-2020-114657,11/16/2020,11/21/2020,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Yonkers,New York,East,TEC-MA-10003173,Technology,Machines,Hewlett-Packard 300S Scientific Calculator,52.44,4,24.1224
5270,CA-2020-144484,9/11/2020,9/11/2020,Same Day,CB-12025,Cassandra Brandow,Consumer,United States,San Francisco,California,West,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",32.36,4,11.6496
5271,CA-2020-144484,9/11/2020,9/11/2020,Same Day,CB-12025,Cassandra Brandow,Consumer,United States,San Francisco,California,West,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6,5,113.848
5272,CA-2020-125913,1/16/2020,1/16/2020,Same Day,JO-15145,Jack O'Briant,Corporate,United States,Los Angeles,California,West,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",27.92,4,8.0968
